,IMEI_Number,Phone_Number,Called_Numbers,Type,Call_Start_Time,Call_End_Time,Location
743,250777406762377,+91-9457614681,+91-755-598-9232,OUTGOING,2020-02-04 10:09:34,2020-02-04 10:42:32,"(28.792365, 78.756622)"
744,250777406762377,+91-9457614681,+91-935-557-2700,OUTGOING,2020-02-02 20:53:09,2020-02-02 21:27:52,"(28.881342, 78.581894)"
745,604775855254246,+91-9457614681,+91-985-550-6742,INCOMING,2020-01-02 16:57:56,2020-01-02 17:09:30,"(28.847369, 78.758552)"
746,604775855254246,+91-9457614681,+91-855-501-9691,INCOMING,2020-01-16 10:40:16,2020-01-16 11:33:15,"(28.847369, 78.758552)"
747,604775855254246,+91-9457614681,+91-755-541-9099,INCOMING,2020-01-15 19:16:34,2020-01-15 19:19:47,"(28.792365, 78.756622)"
748,250777406762377,+91-9457614681,+91-855-526-2805,OUTGOING,2020-02-24 23:51:34,2020-02-25 00:43:56,"(28.792365, 78.756622)"
749,604775855254246,+91-9457614681,+91-855-591-4164,INCOMING,2020-02-27 23:54:30,2020-02-28 00:22:58,"(28.847369, 78.758552)"
750,250777406762377,+91-9457614681,+91-935-557-2700,OUTGOING,2020-03-21 00:42:17,2020-03-21 01:24:00,"(28.829659, 78.715692)"
751,456431013543810,+91-9457614681,+91-755-576-3516,OUTGOING,2020-02-03 01:46:22,2020-02-03 02:11:21,"(28.829659, 78.715692)"
752,456431013543810,+91-9457614681,+91-755-580-3310,INCOMING,2020-01-08 09:15:36,2020-01-08 10:06:53,"(28.847369, 78.758552)"
753,250777406762377,+91-9457614681,+91-755-592-7698,INCOMING,2020-02-03 21:48:51,2020-02-03 22:18:36,"(28.829659, 78.715692)"
754,250777406762377,+91-9457614681,+91-855-501-9691,OUTGOING,2020-01-02 02:48:28,2020-01-02 03:16:17,"(28.829659, 78.715692)"
755,456431013543810,+91-9457614681,+91-755-564-8571,OUTGOING,2020-02-25 04:06:36,2020-02-25 04:35:15,"(28.696474, 78.660419)"
756,604775855254246,+91-9457614681,+91-755-580-3310,OUTGOING,2020-03-11 05:32:57,2020-03-11 06:31:53,"(28.696474, 78.660419)"
757,604775855254246,+91-9457614681,+91-975-556-7249,INCOMING,2020-02-21 23:27:58,2020-02-21 23:29:56,"(28.847369, 78.758552)"
758,456431013543810,+91-9457614681,+91-755-565-8423,OUTGOING,2020-02-06 10:29:19,2020-02-06 11:06:12,"(28.829659, 78.715692)"
759,456431013543810,+91-9457614681,+91-855-504-4054,OUTGOING,2020-02-17 15:37:40,2020-02-17 16:04:13,"(28.881342, 78.581894)"
760,604775855254246,+91-9457614681,+91-925-556-9078,INCOMING,2020-03-13 16:59:47,2020-03-13 17:48:06,"(28.892516, 78.725159)"
761,250777406762377,+91-9457614681,+91-755-564-0578,OUTGOING,2020-03-15 16:38:20,2020-03-15 17:18:39,"(28.847369, 78.758552)"
762,456431013543810,+91-9457614681,+91-935-550-6401,INCOMING,2020-02-25 17:31:22,2020-02-25 17:52:37,"(28.881342, 78.581894)"
763,250777406762377,+91-9457614681,+91-755-567-7936,INCOMING,2020-01-11 04:10:12,2020-01-11 04:44:29,"(28.892516, 78.725159)"
764,456431013543810,+91-9457614681,+91-855-538-8796,OUTGOING,2020-03-17 20:51:48,2020-03-17 21:15:34,"(28.696474, 78.660419)"
765,456431013543810,+91-9457614681,+91-945-556-9882,OUTGOING,2020-01-02 04:44:01,2020-01-02 05:32:39,"(28.881342, 78.581894)"
766,250777406762377,+91-9457614681,+91-755-517-4792,INCOMING,2020-01-24 06:37:12,2020-01-24 07:24:39,"(28.847369, 78.758552)"
767,456431013543810,+91-9457614681,+91-855-580-4106,INCOMING,2020-02-12 13:54:19,2020-02-12 14:20:13,"(28.847369, 78.758552)"
768,456431013543810,+91-9457614681,+91-755-596-8126,OUTGOING,2020-03-05 21:40:43,2020-03-05 22:26:29,"(28.847369, 78.758552)"
769,250777406762377,+91-9457614681,+91-855-538-1344,OUTGOING,2020-01-24 06:10:18,2020-01-24 06:49:57,"(28.881342, 78.581894)"
770,456431013543810,+91-9457614681,+91-755-564-8571,INCOMING,2020-02-08 05:40:46,2020-02-08 05:57:50,"(28.892516, 78.725159)"
771,456431013543810,+91-9457614681,+91-955-559-1994,INCOMING,2020-01-13 12:07:35,2020-01-13 13:01:51,"(28.892516, 78.725159)"
772,604775855254246,+91-9457614681,+91-755-564-5265,INCOMING,2020-02-01 18:52:16,2020-02-01 19:37:39,"(28.792365, 78.756622)"
773,604775855254246,+91-9457614681,+91-755-598-9232,OUTGOING,2020-01-07 10:30:46,2020-01-07 11:09:25,"(28.847369, 78.758552)"
774,604775855254246,+91-9457614681,+91-925-550-8251,INCOMING,2020-02-16 07:12:57,2020-02-16 08:03:16,"(28.829659, 78.715692)"
775,250777406762377,+91-9457614681,+91-965-556-3594,INCOMING,2020-01-18 00:35:06,2020-01-18 01:23:44,"(28.847369, 78.758552)"
776,604775855254246,+91-9457614681,+91-935-551-4172,INCOMING,2020-01-11 17:01:32,2020-01-11 17:06:39,"(28.696474, 78.660419)"
777,456431013543810,+91-9457614681,+91-855-553-7983,OUTGOING,2020-03-09 07:48:43,2020-03-09 08:29:42,"(28.829659, 78.715692)"
778,456431013543810,+91-9457614681,+91-985-550-6742,INCOMING,2020-01-13 03:56:14,2020-01-13 04:44:07,"(28.792365, 78.756622)"
779,456431013543810,+91-9457614681,+91-755-596-8126,OUTGOING,2020-01-14 11:29:17,2020-01-14 12:05:34,"(28.696474, 78.660419)"
780,604775855254246,+91-9457614681,+91-855-538-1344,INCOMING,2020-02-01 14:08:08,2020-02-01 15:04:37,"(28.696474, 78.660419)"
781,250777406762377,+91-9457614681,+91-855-553-7927,OUTGOING,2020-01-21 06:58:27,2020-01-21 07:56:22,"(28.792365, 78.756622)"
782,250777406762377,+91-9457614681,+91-975-556-7249,INCOMING,2020-01-24 10:08:35,2020-01-24 10:17:29,"(28.892516, 78.725159)"
783,250777406762377,+91-9457614681,+91-945-556-9882,INCOMING,2020-03-02 14:54:17,2020-03-02 15:39:49,"(28.892516, 78.725159)"
784,456431013543810,+91-9457614681,+91-855-583-2582,INCOMING,2020-01-23 12:24:15,2020-01-23 12:57:37,"(28.792365, 78.756622)"
785,250777406762377,+91-9457614681,+91-915-550-2853,INCOMING,2020-02-01 08:29:28,2020-02-01 09:22:01,"(28.792365, 78.756622)"
786,456431013543810,+91-9457614681,+91-935-555-1034,OUTGOING,2020-03-18 15:48:27,2020-03-18 15:51:28,"(28.792365, 78.756622)"
787,456431013543810,+91-9457614681,+91-755-529-9384,INCOMING,2020-01-15 08:27:07,2020-01-15 09:21:32,"(28.892516, 78.725159)"
788,604775855254246,+91-9457614681,+91-855-583-2582,OUTGOING,2020-01-02 12:46:11,2020-01-02 13:23:40,"(28.847369, 78.758552)"
789,456431013543810,+91-9457614681,+91-855-526-2805,OUTGOING,2020-03-12 10:33:04,2020-03-12 10:36:55,"(28.847369, 78.758552)"
790,604775855254246,+91-9457614681,+91-855-526-2805,INCOMING,2020-01-24 01:14:25,2020-01-24 01:38:50,"(28.881342, 78.581894)"
791,250777406762377,+91-9457614681,+91-855-579-5317,INCOMING,2020-01-24 01:26:27,2020-01-24 01:37:52,"(28.696474, 78.660419)"
792,250777406762377,+91-9457614681,+91-965-556-3594,INCOMING,2020-03-19 07:01:48,2020-03-19 07:57:40,"(28.892516, 78.725159)"
793,456431013543810,+91-9457614681,+91-855-518-6589,OUTGOING,2020-03-15 15:28:48,2020-03-15 15:47:00,"(28.829659, 78.715692)"
794,456431013543810,+91-9457614681,+91-955-559-1994,OUTGOING,2020-01-21 20:44:35,2020-01-21 20:56:00,"(28.892516, 78.725159)"
795,604775855254246,+91-9457614681,+91-755-598-9232,INCOMING,2020-01-29 09:23:22,2020-01-29 09:25:52,"(28.881342, 78.581894)"
796,456431013543810,+91-9457614681,+91-755-518-1731,OUTGOING,2020-03-07 06:23:43,2020-03-07 07:10:49,"(28.696474, 78.660419)"
797,604775855254246,+91-9457614681,+91-855-553-7983,INCOMING,2020-02-02 18:49:21,2020-02-02 19:08:30,"(28.696474, 78.660419)"
798,456431013543810,+91-9457614681,+91-855-523-1067,INCOMING,2020-02-25 04:35:56,2020-02-25 05:06:38,"(28.847369, 78.758552)"
799,250777406762377,+91-9457614681,+91-855-500-0203,INCOMING,2020-02-05 23:46:35,2020-02-06 00:12:49,"(28.792365, 78.756622)"
800,604775855254246,+91-9457614681,+91-925-556-9078,OUTGOING,2020-02-03 01:36:30,2020-02-03 02:24:15,"(28.881342, 78.581894)"
801,456431013543810,+91-9457614681,+91-855-553-2320,OUTGOING,2020-02-19 11:10:36,2020-02-19 11:14:53,"(28.847369, 78.758552)"
802,604775855254246,+91-9457614681,+91-855-538-1344,INCOMING,2020-03-02 18:40:21,2020-03-02 19:33:49,"(28.881342, 78.581894)"
803,604775855254246,+91-9457614681,+91-755-517-4792,INCOMING,2020-01-28 17:02:17,2020-01-28 17:10:51,"(28.696474, 78.660419)"
804,604775855254246,+91-9457614681,+91-855-513-6692,OUTGOING,2020-03-04 15:30:48,2020-03-04 15:42:19,"(28.829659, 78.715692)"
805,604775855254246,+91-9457614681,+91-855-538-8796,OUTGOING,2020-03-02 21:37:59,2020-03-02 21:55:49,"(28.696474, 78.660419)"
806,456431013543810,+91-9457614681,+91-755-541-2719,INCOMING,2020-01-09 18:08:53,2020-01-09 18:27:30,"(28.792365, 78.756622)"
807,456431013543810,+91-9457614681,+91-905-559-4634,OUTGOING,2020-01-12 03:53:13,2020-01-12 04:31:34,"(28.696474, 78.660419)"
808,250777406762377,+91-9457614681,+91-995-559-8991,OUTGOING,2020-03-10 06:05:35,2020-03-10 06:30:16,"(28.847369, 78.758552)"
809,456431013543810,+91-9457614681,+91-965-556-3594,OUTGOING,2020-03-10 22:01:34,2020-03-10 22:30:39,"(28.792365, 78.756622)"
810,250777406762377,+91-9457614681,+91-925-550-8251,OUTGOING,2020-03-23 10:36:14,2020-03-23 11:26:28,"(28.829659, 78.715692)"
811,250777406762377,+91-9457614681,+91-855-591-4164,INCOMING,2020-01-06 19:31:27,2020-01-06 20:03:12,"(28.847369, 78.758552)"
812,250777406762377,+91-9457614681,+91-855-551-1010,INCOMING,2020-02-06 00:55:14,2020-02-06 01:53:56,"(28.829659, 78.715692)"
813,456431013543810,+91-9457614681,+91-945-553-4219,INCOMING,2020-02-04 04:37:01,2020-02-04 04:44:56,"(28.696474, 78.660419)"
814,456431013543810,+91-9457614681,+91-965-556-3594,INCOMING,2020-03-15 05:10:27,2020-03-15 05:59:23,"(28.792365, 78.756622)"
815,604775855254246,+91-9457614681,+91-755-597-3583,INCOMING,2020-01-19 15:13:13,2020-01-19 16:02:47,"(28.696474, 78.660419)"
816,604775855254246,+91-9457614681,+91-755-530-5666,INCOMING,2020-02-02 12:41:55,2020-02-02 13:35:50,"(28.892516, 78.725159)"
817,604775855254246,+91-9457614681,+91-975-552-0715,OUTGOING,2020-01-03 23:55:54,2020-01-04 00:20:36,"(28.829659, 78.715692)"
818,250777406762377,+91-9457614681,+91-755-510-3656,INCOMING,2020-03-01 12:50:54,2020-03-01 13:12:39,"(28.696474, 78.660419)"
819,250777406762377,+91-9457614681,+91-755-510-3656,INCOMING,2020-01-25 09:18:16,2020-01-25 10:12:57,"(28.881342, 78.581894)"
820,604775855254246,+91-9457614681,+91-755-517-4792,INCOMING,2020-01-15 12:14:57,2020-01-15 13:06:57,"(28.696474, 78.660419)"
821,456431013543810,+91-9457614681,+91-855-569-0253,INCOMING,2020-01-12 18:18:33,2020-01-12 18:35:17,"(28.696474, 78.660419)"
822,604775855254246,+91-9457614681,+91-925-558-9205,OUTGOING,2020-01-06 19:37:16,2020-01-06 19:56:08,"(28.892516, 78.725159)"
823,456431013543810,+91-9457614681,+91-855-592-9539,OUTGOING,2020-01-07 16:59:54,2020-01-07 17:26:07,"(28.892516, 78.725159)"
824,456431013543810,+91-9457614681,+91-855-580-2868,INCOMING,2020-01-11 01:08:53,2020-01-11 01:46:47,"(28.881342, 78.581894)"
825,456431013543810,+91-9457614681,+91-755-596-8126,OUTGOING,2020-01-11 00:47:10,2020-01-11 01:46:08,"(28.696474, 78.660419)"
826,250777406762377,+91-9457614681,+91-995-551-3095,OUTGOING,2020-01-22 17:26:51,2020-01-22 18:20:04,"(28.696474, 78.660419)"
827,456431013543810,+91-9457614681,+91-755-564-8571,OUTGOING,2020-02-05 05:11:50,2020-02-05 05:50:57,"(28.792365, 78.756622)"
828,604775855254246,+91-9457614681,+91-975-552-0715,INCOMING,2020-01-24 13:03:02,2020-01-24 13:41:47,"(28.881342, 78.581894)"
829,604775855254246,+91-9457614681,+91-755-564-5265,OUTGOING,2020-01-28 12:01:00,2020-01-28 12:24:44,"(28.829659, 78.715692)"
830,604775855254246,+91-9457614681,+91-855-509-2252,OUTGOING,2020-01-22 19:19:59,2020-01-22 20:11:20,"(28.792365, 78.756622)"
831,604775855254246,+91-9457614681,+91-755-535-4555,INCOMING,2020-03-24 12:34:19,2020-03-24 13:34:10,"(28.892516, 78.725159)"
832,456431013543810,+91-9457614681,+91-855-526-2805,OUTGOING,2020-01-29 17:48:05,2020-01-29 18:01:16,"(28.696474, 78.660419)"
833,456431013543810,+91-9457614681,+91-855-556-8994,INCOMING,2020-02-15 11:44:11,2020-02-15 12:34:17,"(28.892516, 78.725159)"
834,250777406762377,+91-9457614681,+91-855-520-5448,OUTGOING,2020-02-01 19:36:46,2020-02-01 19:36:55,"(28.892516, 78.725159)"
835,456431013543810,+91-9457614681,+91-855-579-5317,OUTGOING,2020-03-12 11:07:42,2020-03-12 11:53:09,"(28.696474, 78.660419)"
836,456431013543810,+91-9457614681,+91-755-555-8348,OUTGOING,2020-01-04 01:33:28,2020-01-04 01:39:47,"(28.892516, 78.725159)"
837,456431013543810,+91-9457614681,+91-855-509-2252,OUTGOING,2020-03-11 16:34:59,2020-03-11 17:03:53,"(28.696474, 78.660419)"
838,250777406762377,+91-9457614681,+91-755-576-3516,OUTGOING,2020-02-11 03:32:57,2020-02-11 04:12:39,"(28.792365, 78.756622)"
839,604775855254246,+91-9457614681,+91-925-556-9078,INCOMING,2020-01-14 11:41:31,2020-01-14 12:04:55,"(28.792365, 78.756622)"
840,604775855254246,+91-9457614681,+91-925-557-3998,OUTGOING,2020-01-02 05:43:04,2020-01-02 05:54:04,"(28.881342, 78.581894)"
841,604775855254246,+91-9457614681,+91-905-557-7383,OUTGOING,2020-01-21 15:20:53,2020-01-21 16:16:53,"(28.696474, 78.660419)"
842,456431013543810,+91-9457614681,+91-855-513-6692,INCOMING,2020-02-05 19:00:41,2020-02-05 19:28:19,"(28.892516, 78.725159)"
843,456431013543810,+91-9457614681,+91-755-596-8126,OUTGOING,2020-01-13 10:25:43,2020-01-13 10:51:54,"(28.829659, 78.715692)"
844,456431013543810,+91-9457614681,+91-935-550-6401,INCOMING,2020-02-28 18:53:34,2020-02-28 19:08:56,"(28.792365, 78.756622)"
845,250777406762377,+91-9457614681,+91-755-565-8423,OUTGOING,2020-02-29 00:49:01,2020-02-29 01:48:58,"(28.829659, 78.715692)"
846,250777406762377,+91-9457614681,+91-755-517-4792,OUTGOING,2020-01-10 19:04:29,2020-01-10 19:31:21,"(28.829659, 78.715692)"
847,604775855254246,+91-9457614681,+91-755-597-3583,INCOMING,2020-01-28 20:47:38,2020-01-28 21:40:47,"(28.847369, 78.758552)"
848,456431013543810,+91-9457614681,+91-855-557-4302,INCOMING,2020-01-29 04:24:15,2020-01-29 05:03:15,"(28.892516, 78.725159)"
849,250777406762377,+91-9457614681,+91-935-551-4172,INCOMING,2020-03-06 17:14:27,2020-03-06 17:49:28,"(28.829659, 78.715692)"
850,604775855254246,+91-9457614681,+91-855-513-6692,INCOMING,2020-01-22 09:53:51,2020-01-22 10:11:47,"(28.892516, 78.725159)"
851,456431013543810,+91-9457614681,+91-955-559-1994,OUTGOING,2020-03-21 01:24:23,2020-03-21 01:40:27,"(28.892516, 78.725159)"
852,604775855254246,+91-9457614681,+91-975-552-0715,INCOMING,2020-02-16 18:28:47,2020-02-16 18:32:19,"(28.829659, 78.715692)"
853,456431013543810,+91-9457614681,+91-755-598-9232,OUTGOING,2020-01-04 19:00:09,2020-01-04 19:24:39,"(28.881342, 78.581894)"
854,604775855254246,+91-9457614681,+91-965-556-3594,OUTGOING,2020-03-10 08:21:34,2020-03-10 09:10:35,"(28.892516, 78.725159)"
855,456431013543810,+91-9457614681,+91-925-558-1539,INCOMING,2020-01-14 17:47:17,2020-01-14 18:39:01,"(28.847369, 78.758552)"
856,250777406762377,+91-9457614681,+91-755-527-3743,OUTGOING,2020-02-11 19:46:24,2020-02-11 20:06:09,"(28.892516, 78.725159)"
857,456431013543810,+91-9457614681,+91-855-509-2252,INCOMING,2020-01-26 01:24:17,2020-01-26 01:45:24,"(28.892516, 78.725159)"
858,456431013543810,+91-9457614681,+91-855-538-1344,OUTGOING,2020-03-10 19:43:46,2020-03-10 20:25:14,"(28.847369, 78.758552)"
859,250777406762377,+91-9457614681,+91-855-501-9691,OUTGOING,2020-01-30 04:54:21,2020-01-30 05:46:31,"(28.881342, 78.581894)"
860,456431013543810,+91-9457614681,+91-755-580-3310,OUTGOING,2020-03-03 15:02:24,2020-03-03 15:54:18,"(28.829659, 78.715692)"
861,250777406762377,+91-9457614681,+91-855-571-6375,INCOMING,2020-02-28 13:43:56,2020-02-28 14:22:35,"(28.847369, 78.758552)"
862,456431013543810,+91-9457614681,+91-945-555-5148,OUTGOING,2020-02-01 02:11:27,2020-02-01 03:08:16,"(28.892516, 78.725159)"
863,250777406762377,+91-9457614681,+91-955-552-5033,INCOMING,2020-02-13 21:41:33,2020-02-13 22:06:51,"(28.829659, 78.715692)"
864,250777406762377,+91-9457614681,+91-975-552-0715,INCOMING,2020-02-27 21:50:05,2020-02-27 22:09:11,"(28.892516, 78.725159)"
865,604775855254246,+91-9457614681,+91-925-557-3998,INCOMING,2020-03-11 14:58:29,2020-03-11 15:58:00,"(28.892516, 78.725159)"
866,604775855254246,+91-9457614681,+91-755-541-9099,INCOMING,2020-02-07 20:18:01,2020-02-07 20:52:27,"(28.696474, 78.660419)"
867,604775855254246,+91-9457614681,+91-985-551-1051,INCOMING,2020-01-05 00:16:06,2020-01-05 00:43:06,"(28.892516, 78.725159)"
868,250777406762377,+91-9457614681,+91-755-511-1920,INCOMING,2020-02-06 22:42:52,2020-02-06 22:51:52,"(28.696474, 78.660419)"
869,604775855254246,+91-9457614681,+91-925-558-9205,INCOMING,2020-01-16 12:33:19,2020-01-16 13:02:47,"(28.892516, 78.725159)"
870,250777406762377,+91-9457614681,+91-975-552-0715,INCOMING,2020-03-15 12:57:48,2020-03-15 13:35:30,"(28.892516, 78.725159)"
871,604775855254246,+91-9457614681,+91-935-551-4172,OUTGOING,2020-01-31 19:04:44,2020-01-31 19:11:03,"(28.696474, 78.660419)"
872,250777406762377,+91-9457614681,+91-855-579-5317,INCOMING,2020-01-17 01:30:00,2020-01-17 01:52:02,"(28.696474, 78.660419)"
873,604775855254246,+91-9457614681,+91-755-527-3743,OUTGOING,2020-01-03 06:13:30,2020-01-03 06:54:38,"(28.829659, 78.715692)"
874,456431013543810,+91-9457614681,+91-755-576-3516,OUTGOING,2020-02-20 17:07:49,2020-02-20 17:08:32,"(28.881342, 78.581894)"
875,456431013543810,+91-9457614681,+91-985-551-1051,INCOMING,2020-02-28 00:34:36,2020-02-28 01:06:09,"(28.792365, 78.756622)"
876,250777406762377,+91-9457614681,+91-755-510-3656,INCOMING,2020-02-21 00:10:41,2020-02-21 00:50:45,"(28.847369, 78.758552)"
877,456431013543810,+91-9457614681,+91-925-558-9205,INCOMING,2020-01-13 18:39:31,2020-01-13 18:43:27,"(28.847369, 78.758552)"
878,456431013543810,+91-9457614681,+91-855-504-4054,INCOMING,2020-01-23 05:26:13,2020-01-23 06:20:53,"(28.847369, 78.758552)"
879,456431013543810,+91-9457614681,+91-855-551-1010,INCOMING,2020-03-05 11:30:57,2020-03-05 12:00:15,"(28.792365, 78.756622)"
880,604775855254246,+91-9457614681,+91-755-561-0725,OUTGOING,2020-02-19 18:38:00,2020-02-19 19:18:18,"(28.881342, 78.581894)"
881,250777406762377,+91-9457614681,+91-915-550-2853,OUTGOING,2020-03-10 07:12:18,2020-03-10 07:48:46,"(28.892516, 78.725159)"
882,250777406762377,+91-9457614681,+91-945-553-4219,OUTGOING,2020-02-09 08:05:17,2020-02-09 08:48:22,"(28.881342, 78.581894)"
883,250777406762377,+91-9457614681,+91-755-561-0725,INCOMING,2020-03-11 01:09:36,2020-03-11 01:32:28,"(28.881342, 78.581894)"
884,604775855254246,+91-9457614681,+91-755-555-8348,OUTGOING,2020-01-27 19:23:41,2020-01-27 19:41:10,"(28.881342, 78.581894)"
885,456431013543810,+91-9457614681,+91-855-518-6589,OUTGOING,2020-02-03 19:50:36,2020-02-03 20:20:14,"(28.892516, 78.725159)"
886,456431013543810,+91-9457614681,+91-955-559-4440,OUTGOING,2020-03-11 15:38:15,2020-03-11 16:10:26,"(28.847369, 78.758552)"
887,456431013543810,+91-9457614681,+91-755-527-3743,OUTGOING,2020-02-13 13:26:13,2020-02-13 13:37:24,"(28.792365, 78.756622)"
888,604775855254246,+91-9457614681,+91-855-595-1832,INCOMING,2020-03-05 14:57:29,2020-03-05 15:23:18,"(28.696474, 78.660419)"
889,456431013543810,+91-9457614681,+91-855-523-1067,INCOMING,2020-02-18 08:07:30,2020-02-18 08:31:08,"(28.829659, 78.715692)"
890,456431013543810,+91-9457614681,+91-855-511-8075,OUTGOING,2020-01-22 05:09:51,2020-01-22 05:09:57,"(28.847369, 78.758552)"
891,250777406762377,+91-9457614681,+91-935-555-1034,OUTGOING,2020-01-03 07:38:05,2020-01-03 08:35:49,"(28.881342, 78.581894)"
892,604775855254246,+91-9457614681,+91-855-579-8994,INCOMING,2020-01-24 23:50:31,2020-01-25 00:36:42,"(28.892516, 78.725159)"
893,604775855254246,+91-9457614681,+91-855-580-4106,OUTGOING,2020-01-31 09:33:40,2020-01-31 10:03:02,"(28.829659, 78.715692)"
894,604775855254246,+91-9457614681,+91-755-598-9232,OUTGOING,2020-01-02 11:23:56,2020-01-02 12:22:59,"(28.829659, 78.715692)"
895,456431013543810,+91-9457614681,+91-755-541-2719,OUTGOING,2020-02-28 15:51:16,2020-02-28 16:46:17,"(28.792365, 78.756622)"
896,250777406762377,+91-9457614681,+91-755-565-8423,OUTGOING,2020-03-13 22:47:44,2020-03-13 23:42:56,"(28.792365, 78.756622)"
897,250777406762377,+91-9457614681,+91-855-592-9539,OUTGOING,2020-01-12 05:16:54,2020-01-12 06:04:12,"(28.881342, 78.581894)"
898,250777406762377,+91-9457614681,+91-855-538-2053,INCOMING,2020-03-23 05:10:59,2020-03-23 06:10:43,"(28.696474, 78.660419)"
899,250777406762377,+91-9457614681,+91-755-500-2214,OUTGOING,2020-02-20 18:54:23,2020-02-20 19:24:06,"(28.696474, 78.660419)"
900,456431013543810,+91-9457614681,+91-855-538-8796,INCOMING,2020-02-18 08:45:06,2020-02-18 09:18:51,"(28.881342, 78.581894)"
901,250777406762377,+91-9457614681,+91-755-512-9023,INCOMING,2020-02-10 01:58:46,2020-02-10 02:17:11,"(28.829659, 78.715692)"
902,250777406762377,+91-9457614681,+91-855-523-1067,INCOMING,2020-02-25 23:40:00,2020-02-26 00:01:23,"(28.829659, 78.715692)"
903,250777406762377,+91-9457614681,+91-945-553-4219,OUTGOING,2020-01-30 17:23:08,2020-01-30 18:19:00,"(28.792365, 78.756622)"
904,456431013543810,+91-9457614681,+91-925-558-9205,OUTGOING,2020-03-23 11:24:40,2020-03-23 11:51:58,"(28.696474, 78.660419)"
905,250777406762377,+91-9457614681,+91-855-538-1344,OUTGOING,2020-02-07 16:46:43,2020-02-07 17:39:54,"(28.696474, 78.660419)"
906,604775855254246,+91-9457614681,+91-755-535-4555,OUTGOING,2020-01-05 03:42:38,2020-01-05 04:15:44,"(28.892516, 78.725159)"
907,456431013543810,+91-9457614681,+91-995-551-3095,OUTGOING,2020-03-12 06:40:16,2020-03-12 07:27:15,"(28.881342, 78.581894)"
908,456431013543810,+91-9457614681,+91-755-580-3310,INCOMING,2020-01-20 07:15:28,2020-01-20 07:59:42,"(28.881342, 78.581894)"
909,456431013543810,+91-9457614681,+91-755-592-7698,OUTGOING,2020-02-15 05:21:08,2020-02-15 06:19:53,"(28.829659, 78.715692)"
910,250777406762377,+91-9457614681,+91-935-551-4172,OUTGOING,2020-01-21 22:50:22,2020-01-21 23:32:16,"(28.881342, 78.581894)"
911,456431013543810,+91-9457614681,+91-755-584-1519,OUTGOING,2020-03-15 20:36:00,2020-03-15 21:22:15,"(28.847369, 78.758552)"
912,456431013543810,+91-9457614681,+91-855-591-4164,OUTGOING,2020-01-26 00:11:01,2020-01-26 00:53:55,"(28.829659, 78.715692)"
913,250777406762377,+91-9457614681,+91-855-595-1832,OUTGOING,2020-03-11 17:22:20,2020-03-11 18:17:14,"(28.792365, 78.756622)"
914,250777406762377,+91-9457614681,+91-855-583-2582,OUTGOING,2020-03-15 01:42:03,2020-03-15 01:48:42,"(28.792365, 78.756622)"
915,456431013543810,+91-9457614681,+91-855-523-1067,OUTGOING,2020-02-01 08:29:04,2020-02-01 08:47:58,"(28.829659, 78.715692)"
916,604775855254246,+91-9457614681,+91-855-580-4106,OUTGOING,2020-02-14 08:31:28,2020-02-14 09:12:30,"(28.696474, 78.660419)"
917,250777406762377,+91-9457614681,+91-755-572-0382,INCOMING,2020-02-05 17:21:48,2020-02-05 18:12:52,"(28.829659, 78.715692)"
918,456431013543810,+91-9457614681,+91-925-558-9205,INCOMING,2020-01-08 16:37:36,2020-01-08 17:10:41,"(28.847369, 78.758552)"
919,456431013543810,+91-9457614681,+91-855-569-0253,INCOMING,2020-03-01 17:34:16,2020-03-01 18:00:33,"(28.847369, 78.758552)"
920,604775855254246,+91-9457614681,+91-755-505-9181,OUTGOING,2020-01-04 01:49:07,2020-01-04 02:04:23,"(28.829659, 78.715692)"
921,604775855254246,+91-9457614681,+91-965-556-3594,OUTGOING,2020-02-14 13:24:04,2020-02-14 14:17:54,"(28.829659, 78.715692)"
922,456431013543810,+91-9457614681,+91-855-579-5317,OUTGOING,2020-01-24 21:36:13,2020-01-24 22:26:31,"(28.892516, 78.725159)"
923,604775855254246,+91-9457614681,+91-935-551-4172,OUTGOING,2020-02-24 11:45:07,2020-02-24 11:45:39,"(28.892516, 78.725159)"
924,456431013543810,+91-9457614681,+91-855-583-2582,INCOMING,2020-03-06 06:20:04,2020-03-06 06:54:51,"(28.847369, 78.758552)"
925,456431013543810,+91-9457614681,+91-855-551-1010,INCOMING,2020-01-29 21:24:07,2020-01-29 21:25:29,"(28.847369, 78.758552)"
926,604775855254246,+91-9457614681,+91-855-580-4106,INCOMING,2020-01-31 16:12:23,2020-01-31 17:03:28,"(28.792365, 78.756622)"
927,250777406762377,+91-9457614681,+91-855-501-9691,INCOMING,2020-01-04 20:57:50,2020-01-04 21:55:12,"(28.847369, 78.758552)"
928,250777406762377,+91-9457614681,+91-955-553-7152,OUTGOING,2020-02-20 17:19:12,2020-02-20 17:23:24,"(28.892516, 78.725159)"
929,250777406762377,+91-9457614681,+91-855-579-8994,INCOMING,2020-01-29 03:22:55,2020-01-29 03:59:31,"(28.829659, 78.715692)"
930,604775855254246,+91-9457614681,+91-855-526-2805,OUTGOING,2020-02-29 17:15:36,2020-02-29 17:36:28,"(28.881342, 78.581894)"
931,604775855254246,+91-9457614681,+91-755-518-1731,OUTGOING,2020-03-22 18:11:27,2020-03-22 19:11:26,"(28.847369, 78.758552)"
